"","Group","Individual","DOB","Sex.x","TestDate","binary","AgeAtTesting","AgeClasstest","context","Task","Total","Correct","Number experiment","Time start","Time end","Stop for external facotrs","...7","interrupted","duration","duration.z","GroupSize","Groupsize.z","month","season"
"3743","Liffie","Nielsie",2016-01-01,"M",2019-07-26,0,3.56712328767123,"Juvenile","Sanctuary",NA,0,NA,64,1899-12-31 13:54:34,1899-12-31 14:21:45,"No",NA,"No",27.1833333333333,-0.711620792817706,21,-0.646148864967049,7,"winter"
"3744","Liffie","Pietie",2015-12-01,"M",2019-07-26,0,3.65205479452055,"Juvenile","Sanctuary",NA,0,NA,64,1899-12-31 13:54:34,1899-12-31 14:21:45,"No",NA,"No",27.1833333333333,-0.711620792817706,21,-0.646148864967049,7,"winter"
"3745","Liffie","Seuntjie",2015-11-01,"M",2019-07-26,0,3.73424657534247,"Juvenile","Sanctuary",NA,0,NA,64,1899-12-31 13:54:34,1899-12-31 14:21:45,"No",NA,"No",27.1833333333333,-0.711620792817706,21,-0.646148864967049,7,"winter"
"3746","Liffie","Simone",2015-12-01,"F",2019-07-26,0,3.65205479452055,"Juvenile","Sanctuary",NA,0,NA,64,1899-12-31 13:54:34,1899-12-31 14:21:45,"No",NA,"No",27.1833333333333,-0.711620792817706,21,-0.646148864967049,7,"winter"
"3747","Liffie","Vusi",2015-12-01,"F",2019-07-26,1,3.65205479452055,"Juvenile","Sanctuary","3",30,15,64,1899-12-31 13:54:34,1899-12-31 14:21:45,"No",NA,"No",27.1833333333333,-0.711620792817706,21,-0.646148864967049,7,"winter"
"3748","Liffie","Bobby",2015-11-01,"F",2019-08-01,0,3.75068493150685,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3749","Liffie","Boesman",2015-12-01,"M",2019-08-01,0,3.66849315068493,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3750","Liffie","Buddy",2016-08-01,"M",2019-08-01,0,3,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3751","Liffie","CharlieL",2015-11-01,"F",2019-08-01,0,3.75068493150685,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3752","Liffie","Lancelot",2015-10-01,"M",2019-08-01,0,3.83561643835616,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3753","Liffie","Laura",2015-09-01,"F",2019-08-01,0,3.91780821917808,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3754","Liffie","Leia",2015-11-01,"F",2019-08-01,1,3.75068493150685,"Juvenile","Sanctuary","3",30,15,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3755","Liffie","Leipoldt",2015-10-01,"M",2019-08-01,1,3.83561643835616,"Juvenile","Sanctuary","2",2,0,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3756","Liffie","Levi",2015-09-01,"M",2019-08-01,0,3.91780821917808,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3757","Liffie","Lieffie",2014-11-01,"M",2019-08-01,1,4.75068493150685,"Juvenile","Sanctuary","OC",32,26,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3758","Liffie","Lindie",2015-11-01,"F",2019-08-01,0,3.75068493150685,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3759","Liffie","Lisa",2015-09-01,"F",2019-08-01,0,3.91780821917808,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3760","Liffie","Luan",2016-12-01,"M",2019-08-01,0,2.66575342465753,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3761","Liffie","Luke",2015-10-01,"M",2019-08-01,0,3.83561643835616,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3762","Liffie","Lulu",2015-10-01,"F",2019-08-01,0,3.83561643835616,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3763","Liffie","Marley",2016-11-01,"M",2019-08-01,0,2.74794520547945,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3764","Liffie","Nielsie",2016-01-01,"M",2019-08-01,0,3.58356164383562,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3765","Liffie","Pietie",2015-12-01,"M",2019-08-01,0,3.66849315068493,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3766","Liffie","Seuntjie",2015-11-01,"M",2019-08-01,0,3.75068493150685,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3767","Liffie","Simone",2015-12-01,"F",2019-08-01,0,3.66849315068493,"Juvenile","Sanctuary",NA,0,NA,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3768","Liffie","Vusi",2015-12-01,"F",2019-08-01,1,3.66849315068493,"Juvenile","Sanctuary","3",30,21,69,1899-12-31 17:06:35,1899-12-31 17:29:55,"No",NA,"No",23.3333333333333,-0.83941888819934,21,-0.646148864967049,8,"winter"
"3769","Liffie","Bobby",2015-11-01,"F",2019-08-02,0,3.75342465753425,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3770","Liffie","Boesman",2015-12-01,"M",2019-08-02,0,3.67123287671233,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3771","Liffie","Buddy",2016-08-01,"M",2019-08-02,0,3.0027397260274,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3772","Liffie","CharlieL",2015-11-01,"F",2019-08-02,0,3.75342465753425,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3773","Liffie","Lancelot",2015-10-01,"M",2019-08-02,0,3.83835616438356,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3774","Liffie","Laura",2015-09-01,"F",2019-08-02,0,3.92054794520548,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3775","Liffie","Leia",2015-11-01,"F",2019-08-02,1,3.75342465753425,"Juvenile","Sanctuary","3",13,6,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3776","Liffie","Leipoldt",2015-10-01,"M",2019-08-02,0,3.83835616438356,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3777","Liffie","Levi",2015-09-01,"M",2019-08-02,0,3.92054794520548,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3778","Liffie","Lieffie",2014-11-01,"M",2019-08-02,1,4.75342465753425,"Juvenile","Sanctuary","OC",20,8,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3779","Liffie","Lindie",2015-11-01,"F",2019-08-02,0,3.75342465753425,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3780","Liffie","Lisa",2015-09-01,"F",2019-08-02,0,3.92054794520548,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3781","Liffie","Luan",2016-12-01,"M",2019-08-02,0,2.66849315068493,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3782","Liffie","Luke",2015-10-01,"M",2019-08-02,0,3.83835616438356,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3783","Liffie","Lulu",2015-10-01,"F",2019-08-02,0,3.83835616438356,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3784","Liffie","Marley",2016-11-01,"M",2019-08-02,0,2.75068493150685,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3785","Liffie","Nielsie",2016-01-01,"M",2019-08-02,0,3.58630136986301,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3786","Liffie","Pietie",2015-12-01,"M",2019-08-02,0,3.67123287671233,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3787","Liffie","Seuntjie",2015-11-01,"M",2019-08-02,0,3.75342465753425,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3788","Liffie","Simone",2015-12-01,"F",2019-08-02,0,3.67123287671233,"Juvenile","Sanctuary",NA,0,NA,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3789","Liffie","Vusi",2015-12-01,"F",2019-08-02,1,3.67123287671233,"Juvenile","Sanctuary","pass",30,21,70,1899-12-31 15:00:45,1899-12-31 15:33:11,"No",NA,"No",32.4333333333333,-0.537350662751841,21,-0.646148864967049,8,"winter"
"3790","Liffie","Bobby",2015-11-01,"F",2019-08-03,0,3.75616438356164,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3791","Liffie","Boesman",2015-12-01,"M",2019-08-03,0,3.67397260273973,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3792","Liffie","Buddy",2016-08-01,"M",2019-08-03,0,3.00547945205479,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3793","Liffie","CharlieL",2015-11-01,"F",2019-08-03,0,3.75616438356164,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3794","Liffie","Lancelot",2015-10-01,"M",2019-08-03,0,3.84109589041096,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3795","Liffie","Laura",2015-09-01,"F",2019-08-03,1,3.92328767123288,"Juvenile","Sanctuary","2",3,1,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3796","Liffie","Leia",2015-11-01,"F",2019-08-03,1,3.75616438356164,"Juvenile","Sanctuary","3",32,15,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3797","Liffie","Leipoldt",2015-10-01,"M",2019-08-03,1,3.84109589041096,"Juvenile","Sanctuary","2",2,1,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3798","Liffie","Levi",2015-09-01,"M",2019-08-03,0,3.92328767123288,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3799","Liffie","Lieffie",2014-11-01,"M",2019-08-03,0,4.75616438356164,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3800","Liffie","Lindie",2015-11-01,"F",2019-08-03,0,3.75616438356164,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3801","Liffie","Lisa",2015-09-01,"F",2019-08-03,0,3.92328767123288,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3802","Liffie","Luan",2016-12-01,"M",2019-08-03,0,2.67123287671233,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3803","Liffie","Luke",2015-10-01,"M",2019-08-03,0,3.84109589041096,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3804","Liffie","Lulu",2015-10-01,"F",2019-08-03,0,3.84109589041096,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3805","Liffie","Marley",2016-11-01,"M",2019-08-03,0,2.75342465753425,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3806","Liffie","Nielsie",2016-01-01,"M",2019-08-03,0,3.58904109589041,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3807","Liffie","Pietie",2015-12-01,"M",2019-08-03,0,3.67397260273973,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3808","Liffie","Seuntjie",2015-11-01,"M",2019-08-03,0,3.75616438356164,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3809","Liffie","Simone",2015-12-01,"F",2019-08-03,0,3.67397260273973,"Juvenile","Sanctuary",NA,0,NA,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3810","Liffie","Vusi",2015-12-01,"F",2019-08-03,1,3.67397260273973,"Juvenile","Sanctuary","OC",30,14,73,1899-12-31 06:33:35,1899-12-31 07:00:07,"No",NA,"No",26.5333333333333,-0.733197094635384,21,-0.646148864967049,8,"winter"
"3811","Liffie","Bobby",2015-11-01,"F",2019-08-08,0,3.76986301369863,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3812","Liffie","Boesman",2015-12-01,"M",2019-08-08,0,3.68767123287671,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3813","Liffie","Buddy",2016-08-01,"M",2019-08-08,0,3.01917808219178,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3814","Liffie","CharlieL",2015-11-01,"F",2019-08-08,0,3.76986301369863,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3815","Liffie","Lancelot",2015-10-01,"M",2019-08-08,0,3.85479452054795,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3816","Liffie","Laura",2015-09-01,"F",2019-08-08,0,3.93698630136986,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3817","Liffie","Leia",2015-11-01,"F",2019-08-08,1,3.76986301369863,"Juvenile","Sanctuary","3",29,15,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3818","Liffie","Leipoldt",2015-10-01,"M",2019-08-08,0,3.85479452054795,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3819","Liffie","Levi",2015-09-01,"M",2019-08-08,0,3.93698630136986,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3820","Liffie","Lieffie",2014-11-01,"M",2019-08-08,1,4.76986301369863,"Juvenile","Sanctuary","OC",29,12,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3821","Liffie","Lindie",2015-11-01,"F",2019-08-08,0,3.76986301369863,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3822","Liffie","Lisa",2015-09-01,"F",2019-08-08,0,3.93698630136986,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3823","Liffie","Luan",2016-12-01,"M",2019-08-08,0,2.68493150684932,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3824","Liffie","Luke",2015-10-01,"M",2019-08-08,0,3.85479452054795,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3825","Liffie","Lulu",2015-10-01,"F",2019-08-08,0,3.85479452054795,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3826","Liffie","Marley",2016-11-01,"M",2019-08-08,0,2.76712328767123,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3827","Liffie","Nielsie",2016-01-01,"M",2019-08-08,0,3.6027397260274,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3828","Liffie","Pietie",2015-12-01,"M",2019-08-08,0,3.68767123287671,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3829","Liffie","Seuntjie",2015-11-01,"M",2019-08-08,0,3.76986301369863,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3830","Liffie","Simone",2015-12-01,"F",2019-08-08,0,3.68767123287671,"Juvenile","Sanctuary",NA,0,NA,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3831","Liffie","Vusi",2015-12-01,"F",2019-08-08,1,3.68767123287671,"Juvenile","Sanctuary","OC",30,11,77,1899-12-31 14:53:41,1899-12-31 15:25:09,"No",NA,"No",31.4666666666667,-0.569438496224286,21,-0.646148864967049,8,"winter"
"3832","Liffie","Bobby",2015-11-01,"F",2019-08-10,0,3.77534246575342,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3833","Liffie","Boesman",2015-12-01,"M",2019-08-10,0,3.69315068493151,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3834","Liffie","Buddy",2016-08-01,"M",2019-08-10,0,3.02465753424658,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3835","Liffie","CharlieL",2015-11-01,"F",2019-08-10,0,3.77534246575342,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3836","Liffie","Lancelot",2015-10-01,"M",2019-08-10,0,3.86027397260274,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3837","Liffie","Laura",2015-09-01,"F",2019-08-10,0,3.94246575342466,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3838","Liffie","Leia",2015-11-01,"F",2019-08-10,0,3.77534246575342,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3839","Liffie","Leipoldt",2015-10-01,"M",2019-08-10,0,3.86027397260274,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3840","Liffie","Levi",2015-09-01,"M",2019-08-10,0,3.94246575342466,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3841","Liffie","Lieffie",2014-11-01,"M",2019-08-10,1,4.77534246575342,"Juvenile","Sanctuary","OC",30,6,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3842","Liffie","Lindie",2015-11-01,"F",2019-08-10,0,3.77534246575342,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3843","Liffie","Lisa",2015-09-01,"F",2019-08-10,0,3.94246575342466,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3844","Liffie","Luan",2016-12-01,"M",2019-08-10,0,2.69041095890411,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
"3845","Liffie","Luke",2015-10-01,"M",2019-08-10,0,3.86027397260274,"Juvenile","Sanctuary",NA,0,NA,79,1899-12-31 14:29:31,1899-12-31 15:22:09,"No",NA,"No",52.6333333333333,0.13317440912063,21,-0.646148864967049,8,"winter"
